"Id","OwnerId","IsDeleted","Name","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","LastViewedDate","LastReferencedDate","ConnectionReceivedId","ConnectionSentId","nFORCE__App__c","nFORCE__Body__c","nFORCE__Group__c","nFORCE__Icon_Class__c","nFORCE__Is_Hidden__c","nFORCE__Navigation__c","nFORCE__Order__c","nFORCE__Parent_App__c","nFORCE__Screen__c","nFORCE__Sub_Navigation__c","nFORCE__Toolbar__c","nFORCE__Topbar__c","nFORCE__lookupKey__c","nFORCE__Taxonomy_Id__c","nFORCE__Parameters__c","nFORCE__Body_Type__c","nFORCE__Description__c"
"a2EDm0000008o7AMAQ","005Dm000001PCR8IAO","","Insights","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","insights","nforce__blank","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42088500489068739","insights","","",""
"a2EDm0000008o7BMAQ","005Dm000001PCR8IAO","","Data Management","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","aws-data-auth","nforce__awsdatacommunicationprovider","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42796440044808464","aws-data-auth","","",""
"a2EDm0000008o7CMAQ","005Dm000001PCR9IAO","","All Loan Facilities","2023-02-24T16:04:45.000Z","005Dm000001PCR9IAO","2023-02-24T16:04:45.000Z","005Dm000001PCR9IAO","","","","","","dmw-list-view-all-loans","llc_bi:dealManagementWorkspace","","","false","","","","a2GDm000000LG9oMAG","","","","dmwui-42765926511","","","",""
"a2EDm0000008o7DMAQ","005Dm000001PCR9IAO","","Bulk Edit","2023-02-24T16:04:45.000Z","005Dm000001PCR9IAO","2023-02-24T16:04:45.000Z","005Dm000001PCR9IAO","","","","","","dmw-list-view-all-loans.dmw-bulk-action-bulk-edit","llc_bi:dealManagementWorkspace","","","false","","","","a2GDm000000LG9pMAG","","","","dmwui-42867921712","","","",""
"a2EDm0000008o7EMAQ","005Dm000001PCR9IAO","","Row Edit","2023-02-24T16:04:45.000Z","005Dm000001PCR9IAO","2023-02-24T16:04:45.000Z","005Dm000001PCR9IAO","","","","","","dmw-list-view-all-loans.dmw-row-action-edit","llc_bi:dealManagementWorkspace","","","false","","","","a2GDm000000LG9qMAG","","","","dmwui-42048096174","","","",""
"a2EDm0000008o7FMAQ","005Dm000000nnayIAA","","Collateral Summary","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","collateral2-summary-m","nforce__ncdatagrid","","n-icon-collateral","false","nforce__navigation","","","a2GDm000000LG9uMAG","nforce__sub_navigation","","nforce__topbar","42639284719916600","collateral2-summary-m","","",""
"a2EDm0000008o7GMAQ","005Dm000001PCR9IAO","","All Treasury Services","2023-02-24T16:04:45.000Z","005Dm000001PCR9IAO","2023-02-24T16:04:45.000Z","005Dm000001PCR9IAO","","","","","","dmw-list-view-all-treasury","llc_bi:dealManagementWorkspace","","","false","","","","a2GDm000000LG9rMAG","","","","dmwui-42428825240","","","",""
"a2EDm0000008o7HMAQ","005Dm000001PCR9IAO","","Bulk Edit","2023-02-24T16:04:45.000Z","005Dm000001PCR9IAO","2023-02-24T16:04:45.000Z","005Dm000001PCR9IAO","","","","","","dmw-list-view-all-treasury.dmw-bulk-action-bulk-edit","llc_bi:dealManagementWorkspace","","","false","","","","a2GDm000000LG9sMAG","","","","dmwui-42599163446","","","",""
"a2EDm0000008o7IMAQ","005Dm000001PCR9IAO","","Row Edit","2023-02-24T16:04:45.000Z","005Dm000001PCR9IAO","2023-02-24T16:04:45.000Z","005Dm000001PCR9IAO","","","","","","dmw-list-view-all-treasury.dmw-row-action-edit","llc_bi:dealManagementWorkspace","","","false","","","","a2GDm000000LG9tMAG","","","","dmwui-42299357326","","","",""
"a2EDm0000008o7JMAQ","005Dm000000nnayIAA","","Collateral Details","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","collateral2-details-m","nforce__korelatedtable","","n-","false","nforce__navigation","","","a2GDm000000LG9vMAG","nforce__sub_navigation","","nforce__topbar","42525387980542900","collateral2-details-m","","",""
"a2EDm0000008o7KMAQ","005Dm000000nnayIAA","","Manage Collateral","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","manage-collateral-landing","","","n-icon-collateral","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42597285567529700","manage-collateral-landing","","",""
"a2EDm0000008o7LMAQ","005Dm000000nnayIAA","","Collateral","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","collateral2-landing-m","nforce__blank","","n-icon-collateral","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42778264963006700","collateral2-landing-m","","",""
"a2EDm0000008o7MMAQ","005Dm000000nnayIAA","","HMDA Eligibility","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","hmda-eligibility-m","llc_bi__Questionnaire_Loan_App","","n-icon-hmda","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","4295025858547960","hmda-eligibility-m","","",""
"a2EDm0000008o7NMAQ","005Dm000000nnayIAA","","Reg O","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","RegO-kyc-m","llc_bi__Questionnaire_Loan_App","","n-icon-hmda","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","5036987463521","RegO-kyc-m","","",""
"a2EDm0000008o7OMAQ","005Dm000000nnayIAA","","Reg W","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","RegW-kyc-m","llc_bi__Questionnaire_Loan_App","","n-icon-hmda","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","84665003548646","RegW-kyc-m","","",""
"a2EDm0000008o7PMAQ","005Dm000000nnayIAA","","HVCRE","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","hvcre-m","llc_bi__Questionnaire_Loan_App","","n-icon-hmda","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","8466508432150","hvcre-m","","",""
"a2EDm0000008o7QMAQ","005Dm000000nnayIAA","","CRA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","CRA-kyc-m","llc_bi__Questionnaire_Loan_App","","n-icon-hmda","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","846650843218496","CRA-kyc-m","","",""
"a2EDm0000008o7RMAQ","005Dm000000nnayIAA","","Certifications","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","certifications-m","nforce__kogridlist","","n-icon-hmda","false","nforce__navigation","","","a2GDm000000LG9wMAG","nforce__sub_navigation","","nforce__topbar","42834459736032500","certifications-m","","",""
"a2EDm0000008o7SMAQ","005Dm000001PCRhIAO","","Product Package","2023-02-24T16:04:45.000Z","005Dm000001PCRhIAO","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","unidoc-LLC_BI__Product_Package__c","ndoc__universaldocmanconfiguration","","","false","nforce__navigation","6.0","","","nforce__sub_navigation","","nforce__topbar","42082202804169300","unidoc-LLC_BI__Product_Package__c","","",""
"a2EDm0000008o7TMAQ","005Dm000000nnayIAA","","Spreads Configuration","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCRAIA4","","","","","","spreads-configuration","nCRED__spreadadministration","","","false","nFORCE__navigation","","","","nFORCE__sub_navigation","","nFORCE__ngtopbar","42861868552342900","spreads-configuration","","",""
"a2EDm0000008o7UMAQ","005Dm000000nnayIAA","","Existing Records","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCRAIA4","","","","","","spreads-configuration-existing-records","nCRED__spreadadministrationexistingrecords","","","false","nFORCE__navigation","","","","nFORCE__sub_navigation","","nFORCE__ngtopbar","42664935369897400","spreads-configuration-existing-records","","",""
"a2EDm0000008o7VMAQ","005Dm000000nnayIAA","","Spreads","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","tool-statement-launcher","ncred__statementlauncherui","","n-icon-underwriting","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42045205051522300","tool-statement-launcher","","",""
"a2EDm0000008o7WMAQ","005Dm000000nnayIAA","","Spreads","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","statement-launcher","ncred__statementlauncherui","","n-icon-underwriting","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42904824851005600","statement-launcher","","",""
"a2EDm0000008o7YMAQ","005Dm000001PCRCIA4","","Document Preparation","2023-02-24T16:04:45.000Z","005Dm000001PCRCIA4","2023-02-24T16:04:45.000Z","005Dm000001PCRCIA4","","","","","","doc-prep","nfuse__docpreplandingpage","","n-icon-document","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42294044000495700","doc-prep","","",""
"a2EDm0000008o7ZMAQ","005Dm000001PCRCIA4","","Document Preparation","2023-02-24T16:04:45.000Z","005Dm000001PCRCIA4","2023-02-24T16:04:45.000Z","005Dm000001PCRCIA4","","","","","","doc-prep-closing","nfuse__docpreplandingpage","","n-icon-document","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42047016914477800","doc-prep-closing","","",""
"a2EDm0000008o7aMAA","005Dm000001PCRCIA4","","Confirm","2023-02-24T16:04:45.000Z","005Dm000001PCRCIA4","2023-02-24T16:04:45.000Z","005Dm000001PCRCIA4","","","","","","doc-prep-review","nfuse__docprepreview","","n-icon-document","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42636916148126600","doc-prep-review","","",""
"a2EDm0000008o7bMAA","005Dm000001PCRCIA4","","Document Status","2023-02-24T16:04:45.000Z","005Dm000001PCRCIA4","2023-02-24T16:04:45.000Z","005Dm000001PCRCIA4","","","","","","doc-prep-status","nfuse__docprepstatus","","n-icon-document","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42759484883951800","doc-prep-status","","",""
"a2EDm0000008o7cMAA","005Dm000000nnayIAA","","Verifications","2023-02-24T16:04:45.000Z","005Dm000001PCRCIA4","2023-02-24T16:04:45.000Z","005Dm000001PCRCIA4","","","","","","verify-credit","nfuse__verificationschecklist","","","false","nforce__navigation","","","","nforce__sub_navigation","","llc_bi__ngtopbar","176b7ac3-db61-349c","verify-credit","","",""
"a2EDm0000008o7dMAA","005Dm000000nnayIAA","","Verifications Checklist","2023-02-24T16:04:45.000Z","005Dm000001PCRCIA4","2023-02-24T16:04:45.000Z","005Dm000001PCRCIA4","","","","","","verify-credit-checklist","nfuse__verificationschecklist","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__nctopbar","42330113915726800","verify-credit-checklist","","",""
"a2EDm0000008o7eMAA","005Dm000001PCRCIA4","","Verifications Checklist","2023-02-24T16:04:45.000Z","005Dm000001PCRCIA4","2023-02-24T16:04:45.000Z","005Dm000001PCRCIA4","","","","","","loan-verify-credit-checklist","nfuse__verificationschecklist","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42497093717940900","loan-verify-credit-checklist","","",""
"a2EDm0000008o7fMAA","005Dm000001PCRCIA4","","Generate Documents","2023-02-24T16:04:45.000Z","005Dm000001PCRCIA4","2023-02-24T16:04:45.000Z","005Dm000001PCRCIA4","","","","","","pc-dep-docprep","nfuse__depactdocpreplanding","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__nctopbar","42432437859509300","pc-dep-docprep","","",""
"a2EDm0000008o7gMAA","005Dm000001PCRCIA4","","Review & Submit","2023-02-24T16:04:45.000Z","005Dm000001PCRCIA4","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","dep-docprep-review","nfuse__depactdocprepreview","","","false","nforce__navigation","","","","nforce__sub_navigation","","llc_bi__nctopbar","42518819524502700","dep-docprep-review","","",""
"a2EDm0000008o7hMAA","005Dm000001PCRCIA4","","Generate Documents","2023-02-24T16:04:45.000Z","005Dm000001PCRCIA4","2023-02-24T16:04:45.000Z","005Dm000001PCRCIA4","","","","","","pm-dep-docprep","nfuse__depactdocpreplanding","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__nctopbar","42730166018309100","pm-dep-docprep","","",""
"a2EDm0000008o7iMAA","005Dm000001PCRCIA4","","Review & Submit","2023-02-24T16:04:45.000Z","005Dm000001PCRCIA4","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","pm-dep-docprep-review","nfuse__depactdocprepreview","","","false","nforce__navigation","","","","nforce__sub_navigation","","llc_bi__nctopbar","42777237846117600","pm-dep-docprep-review","","",""
"a2EDm0000008o7jMAA","005Dm000000nnayIAA","","Portal Dashboard","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","ptl-dashboard","nportal__dashboard","","","false","nportal__dashboardnavigation","","","","","","","42535068051304800","ptl-dashboard","","",""
"a2EDm0000008o7kMAA","005Dm000000nnayIAA","","Product Explorer","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","ptl-explorer","nportal__productexplorer","","","false","nportal__dashboardnavigation","","","","","","","42597255124143900","ptl-explorer","","",""
"a2EDm0000008o7lMAA","005Dm000000nnayIAA","","Portal Access","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","tool-portal-access","nportal__portalaccess","","n-icon-team","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42244814648666600","tool-portal-access","","",""
"a2EDm0000008o7mMAA","005Dm000001PCR8IAO","","Experience Designer","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","experience-designer-admin","nforce__layouteditor","","n-icon-misc18","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42874308737486800","experience-designer-admin","","",""
"a2EDm0000008o7nMAA","005Dm000001PCR8IAO","","Layout Editor","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","layout-editor","nforce__layouteditor","","n-icon-misc18","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42207090954158400","layout-editor","","",""
"a2EDm0000008o7oMAA","005Dm000000nnayIAA","","Treasury Services Summary","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","relationship-treasury-services-summary","llc_bi__treasuryservicessummary","","","false","nforce__inline_navigation","","","","nforce__sub_navigation","","nforce__blank","42789930391563500","relationship-treasury-services-summary","","",""
"a2EDm0000008o7pMAA","005Dm000000nnayIAA","","Total Exposure Summary","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","total-exposure","llc_bi__totalexposureaccount","","","false","nforce__inline_navigation","","","a2GDm000000LG9xMAG","nforce__sub_navigation","","nforce__blank","42133487890776500","total-exposure","","",""
"a2EDm0000008o7qMAA","005Dm000000nnayIAA","","Recalculate Loan","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","action-recalculate-loan","llc_bi__recalculateloan","","n-icon-misc31","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42404263368851600","action-recalculate-loan","","",""
"a2EDm0000008o7rMAA","005Dm000000nnayIAA","","Participation","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","syndication-participation","","","","false","","","","","","","","42815384109761000","syndication-participation","","",""
"a2EDm0000008o7sMAA","005Dm000000nnayIAA","","Participation Details","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","syndication-participation-details","nforce__ncdatagrid","","","false","nforce__navigation","","","a2GDm000000LG9yMAG","nforce__sub_navigation","","nforce__topbar","42809676640223200","syndication-participation-details","","",""
"a2EDm0000008o7tMAA","005Dm000000nnayIAA","","Syndications Summary","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","syndication-participation-summary","nforce__korelatedtable","","","false","nforce__navigation","","","a2GDm000000LG9zMAG","nforce__sub_navigation","","nforce__topbar","42829161873436700","syndication-participation-summary","","",""
"a2EDm0000008o7uMAA","005Dm000000nnayIAA","","Maintenance Configuration","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","treasury-maintenance-configuration","llc_bi__treasurymaintenanceconfiguration","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__nctopbar","42627222425224100","treasury-maintenance-configuration","","",""
"a2EDm0000008o7vMAA","005Dm000000nnayIAA","","Total Exposure Admin","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","total-exposure-admin","llc_bi__totalexposureadmin","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42325086923993100","total-exposure-admin","","",""
"a2EDm0000008o7wMAA","005Dm000000nnayIAA","","Counterparty Report","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","counterparty-report","nforce__korelatedtable","","n-icon-loan","false","nforce__inline_navigation","","","a2GDm000000LGA0MAO","nforce__sub_navigation","","nforce__topbar","42218930709551500","counterparty-report","","",""
"a2EDm0000008o7xMAA","005Dm000000nnayIAA","","Document Manager","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","tool-counterparty-unidocman","NDOC__UniversalDocMan","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42505373187801300","tool-counterparty-unidocman","","",""
"a2EDm0000008o7yMAA","005Dm000000nnayIAA","","Total Exposure","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","pp-total-exposure","llc_bi__totalexposureproductpackage","","","false","nforce__navigation","","","a2GDm000000LGA1MAO","nforce__sub_navigation","","nforce__topbar","42591176087727500","pp-total-exposure","","",""
"a2EDm0000008o7zMAA","005Dm000000nnayIAA","","Syndications","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","pp-syndication","llc_bi__productpackagesyndications","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42832394861101000","pp-syndication","","",""
"a2EDm0000008o80MAA","005Dm000000nnayIAA","","Credit Memo Configuration","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","credit-memo-admin","llc_bi__creditmemoadmin","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42053134223122500","credit-memo-admin","","",""
"a2EDm0000008o81MAA","005Dm000000nnayIAA","","Create Relationship","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","bus-connected-create-relationship","llc_bi__create_relationship_app","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__nctopbar","bus-connected-create-relationship","bus-connected-create-relationship","","",""
"a2EDm0000008o82MAA","005Dm000000nnayIAA","","Create Relationship","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","bus-create-relationship","llc_bi__create_relationship_app","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__nctopbar","bus-create-relationship","bus-create-relationship","","",""
"a2EDm0000008o83MAA","005Dm000000nnayIAA","","Create Relationship","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","ind-connected-create-relationship","llc_bi__create_relationship_app","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__nctopbar","ind-connected-create-relationship","ind-connected-create-relationship","","",""
"a2EDm0000008o84MAA","005Dm000000nnayIAA","","Create Relationship","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","ind-create-relationship","llc_bi__create_relationship_app","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__nctopbar","ind-create-relationship","ind-create-relationship","","",""
"a2EDm0000008o85MAA","005Dm000000nnayIAA","","Create Relationship","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","loan-bus-connected-create-relationship","llc_bi__create_relationship_app","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__nctopbar","loan-bus-connected-create-relationship","loan-bus-connected-create-relationship","","",""
"a2EDm0000008o86MAA","005Dm000000nnayIAA","","Create Relationship","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","loan-bus-create-relationship","llc_bi__create_relationship_app","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__nctopbar","loan-bus-create-relationship","loan-bus-create-relationship","","",""
"a2EDm0000008o87MAA","005Dm000000nnayIAA","","Create Relationship","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","loan-ind-connected-create-relationship","llc_bi__create_relationship_app","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__nctopbar","loan-ind-connected-create-relationship","loan-ind-connected-create-relationship","","",""
"a2EDm0000008o88MAA","005Dm000000nnayIAA","","Create Relationship","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","loan-ind-create-relationship","llc_bi__create_relationship_app","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__nctopbar","loan-ind-create-relationship","loan-ind-create-relationship","","",""
"a2EDm0000008o89MAA","005Dm000000nnayIAA","","Create Relationship","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","create-relationship","llc_bi__create_relationship_app","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__nctopbar","create-relationship","create-relationship","","",""
"a2EDm0000008o8AMAQ","005Dm000000nnayIAA","","Budget Administration","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","budget-locked","nforce__blank","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42922857096174200","budget-locked","","",""
"a2EDm0000008o8BMAQ","005Dm000001PCRhIAO","","E-Signature","2023-02-24T16:04:45.000Z","005Dm000001PCRhIAO","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","unidoc-e-signature","ndoc__universaldocmanconfigurationesign","","","false","nforce__navigation","8.0","","","nforce__sub_navigation","","nforce__topbar","42471764745649800","unidoc-e-signature","","",""
"a2EDm0000008o8CMAQ","005Dm000000nnayIAA","","Loan Details","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","loan-detail","nforce__ncdatagrid","","n-icon-loan","false","nforce__navigation","","","a2GDm000000LGA2MAO","nforce__sub_navigation","","nforce__topbar","42119698106335600","loan-detail","","",""
"a2EDm0000008o8DMAQ","005Dm000000nnayIAA","","Pricing","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","loan-pricing","nforce__ncdatagrid","","n-icon-loan","false","nforce__navigation","","","a2GDm000000LGA3MAO","nforce__sub_navigation","","nforce__topbar","42120795000998300","loan-pricing","","",""
"a2EDm0000008o8EMAQ","005Dm000000nnayIAA","","Rate Structure","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","rate-structure","llc_bi__ratestructure","","n-icon-loan","false","nforce__navigation","","","a2GDm000000LGA4MAO","nforce__sub_navigation","","nforce__topbar","42620359695756900","rate-structure","","",""
"a2EDm0000008o8FMAQ","005Dm000000nnayIAA","","Payment Structure","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","payment-structure","llc_bi__paymentstructure","","n-icon-loan","false","nforce__navigation","","","a2GDm000000LGA5MAO","nforce__sub_navigation","","nforce__topbar","42053069917921900","payment-structure","","",""
"a2EDm0000008o8GMAQ","005Dm000000nnayIAA","","Referral","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","referral-information","nforce__ncdatagrid","","n-icon-loan","false","nforce__navigation","","","a2GDm000000LGA6MAO","nforce__sub_navigation","","nforce__topbar","42860769616403300","referral-information","","",""
"a2EDm0000008o8HMAQ","005Dm000000nnayIAA","","Balance Details","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","balance-information","nforce__ncdatagrid","","n-icon-loan","false","nforce__navigation","","","a2GDm000000LGA7MAO","nforce__sub_navigation","","nforce__topbar","42701882967143700","balance-information","","",""
"a2EDm0000008o8IMAQ","005Dm000000nnayIAA","","Booked Details","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","booked-information","nforce__ncdatagrid","","n-icon-loan","false","nforce__navigation","","","a2GDm000000LGA8MAO","nforce__sub_navigation","","nforce__topbar","42530010605376500","booked-information","","",""
"a2EDm0000008o8JMAQ","005Dm000000nnayIAA","","Borrowing Structure","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","borrowing-structure","llc_bi__multitierinvolvement","","n-icon-relationship","false","nforce__navigation","","","a2GDm000000LGA9MAO","nforce__sub_navigation","","nforce__topbar","42927264479719700","borrowing-structure","","",""
"a2EDm0000008o8KMAQ","005Dm000000nnayIAA","","Covenants","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","covenants","llc_bi__loancovenantrelatedlist","","n-icon-covenant","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42876068965003300","covenants","","",""
