"Id","IsDeleted","Name","SetupOwnerId","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","nFORCE__Category_Name__c","nFORCE__Is_Active__c","nFORCE__Key__c","nFORCE__Value__c","nFORCE__Description__c","nFUSE__Is_Encrypted__c","nFUSE__Value_Data_Type__c","nFORCE__Institution_ID__c"
"a1TDm0000004jA1MAI","","38E7EF8D_2836_4362_829A_E510C9B39170","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","CUSTOMER_PORTAL","false","Disable Customer Portal Profile Page","Disable Customer Portal Profile Page","Set this setting to active to remove the Profile page in Customer Portal. This prevents the user from being able to update their email.","false","",""
"a1TDm0000004jA2MAI","","7BA1A2A4_51CD_4682_B8FD_B8599F5E6C06","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","CUSTOMER_PORTAL","true","Verification_by_Email","Verification_by_Email","This custom setting determines if users must verify their password via email before using the Customer Engagement Solution.","false","",""
"a1TDm0000004jA3MAI","","6585C07A_6D98_4EF5_BF1F_2E52D798FE14","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","CUSTOMER_PORTAL","true","Exclude_App_Statuses_Your_Products","","Populate the Value field with a comma delimited list of application statuses. When the custom setting is active, applications with these statuses are excluded from display in the Your Products component of the Customer Engagement Solution.","false","",""
"a1TDm0000004jA4MAI","","B89AEDBE_DA44_4AA9_8A57_19D4181F45D1","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","CUSTOMER_PORTAL","false","Multiple_Institutions_Enabled","Multiple_Institutions_Enabled","If the financial institution is using Brand Studio to set up multiple institutions in the Customer Engagement Solution, set this custom setting to Is Active. Additional configuration required to ensure functionality of existing and future institutions.","false","",""
"a1TDm0000004jA5MAI","","63B842F4_45CD_480D_970E_17726359EB7D","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","Deposit Account Funding","true","Number_Of_Trial_Deposits","2","Use the Value field to set the number of trial deposits required to validate an account for funding.","false","",""
"a1TDm0000004jA6MAI","","EnableTransactionalProduct Package","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","complex_deal_support","true","enable_transactional_product_package","true","Prompts the user to select either a current, existing, or new product package in which to place the actioned loans","false","",""
"a1TDm0000004jA7MAI","","601F5F0E_710E_4E20_8B7C_351C4F5E5309","","2023-02-24T16:04:45.000Z","005Dm000001PCR9IAO","2023-02-24T16:04:45.000Z","005Dm000001PCR9IAO","","FSC","true","Sync Joint Owner","true","This system property allows administrators to control Joint Ownership mappings when syncing with Financial Services Cloud. On installation, the system sets Is Active to true and the value to true.","false","",""
"a1TDm0000004jA8MAI","","Deal Approval Propagate to Loans","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","complex_deal_support","true","propagate_actions.loans","Open,Approved,Recalled,Rejected,Approval Step 1,Approval Step 2,Approval Step 3,Approval Step 4","","false","",""
"a1TDm0000004jA9MAI","","AutoDecision","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","Loan Auto-Decision Scorecard Detail Route","true","m-loan","loan-auto-decision-detail-m","","false","",""
"a1TDm0000004jAAMAY","","939A40C1_76DE_49E6_A276_0E3DB777F4F8","","2023-02-24T16:04:45.000Z","005Dm000001PCR9IAO","2023-02-24T16:04:45.000Z","005Dm000001PCR9IAO","","ENTITY_INVOLVEMENT","true","Set Contingent Percentage to 100%","true","This system property turns on the trigger so that Contingent Percentage automatically populates with 100%. On installation, the system sets Is Active to true and the value to true.","false","",""
"a1TDm0000004jABMAY","","7F1C4D5B_5C19_4A23_8727_2C604A473C79","","2023-02-24T16:04:45.000Z","005Dm000001PCR9IAO","2023-02-24T16:04:45.000Z","005Dm000001PCR9IAO","","FSC","true","Verify License","false","Indicate if the FSC License assigned to the current user should be considered when determining how to synchronize data with nCino.","false","",""
"a1TDm0000004jACMAY","","73355B75_4E57_4208_9825_4E2411340C1D","","2023-02-24T16:04:45.000Z","005Dm000001PCR9IAO","2023-02-24T16:04:45.000Z","005Dm000001PCR9IAO","","Loan Auto-Decision","false","adverse_action_button_display_options","Recommend Approval,Recommend Decline","This system property has decisions in a comma delimited list to determine if the Adverse Action button displays on the Decisioning route. On install, the system sets Is Active to false and the value to Recommend Approval,Recommend Decline","false","",""
"a1TDm0000004jADMAY","","1B012D26_2B26_4F1E_AB68_5B416C6C0F0F","","2023-02-24T16:04:45.000Z","005Dm000001PCR9IAO","2023-02-24T16:04:45.000Z","005Dm000001PCR9IAO","","Loan Auto-Decision","false","manual_approval_button_display_options","Recommend Approval,Recommend Decline","This system property has decisions in a comma delimited list to determine if the Submit for Manual Approval button displays on the Decisioning route. On install, the system sets Is Active to false and the value to Recommend Approval,Recommend Decline","false","",""
"a1TDm0000004jAEMAY","","7223780E_561C_4426_802D_26036F55067A","","2023-02-24T16:04:45.000Z","005Dm000001PCRHIA4","2023-02-24T16:04:45.000Z","005Dm000001PCRHIA4","","nretail","true","Credit Plugin","Equifax_Credit","","false","",""
"a1TDm0000004jAFMAY","","1A3B1CC2_1AC3_45C2_9BC1_00B04E74D134","","2023-02-24T16:04:45.000Z","005Dm000001PCR9IAO","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","complex_deal_support","true","Child_Loan_Summed_Amount_Validation","true","This system property controls how to decide if the sub-loan amount exceeds the original parent loan amount. If false, the current sub-loan is used. If true, all sub-loans are summed when a sub-loan's original amount alters.","false","",""
"a1TDm0000004jAGMAY","","4F9637FC_49AA_4B1A_8D47_7E007F10E6D3","","2023-02-24T16:04:45.000Z","005Dm000001PCR9IAO","2023-02-24T16:04:45.000Z","005Dm000001PCR9IAO","","Third Party Management","true","Add Third Party Field Set","Third_Party_Management","This system property's value contains the name of the field set that is returned with the search results on the Add Third Party modal. On installation, the system sets Is Active to true and the value to Third_Party_Management.","false","",""
"a1TDm0000004jAHMAY","","27244C18_3413_4D08_AC00_630A5D487601","","2023-02-24T16:04:45.000Z","005Dm000001PCRhIAO","2023-02-24T16:04:45.000Z","005Dm000001PCRhIAO","","document manager","false","enable_enhanced_docMan_sharing","200","Enables Enhanced Document Manager Sharing and set the limit for the number of records that process simultaneously. When set to true, Enhanced Document Manager Sharing is enabled with the specified batch limit.  Default limit value is set to 200.","false","",""
"a1TDm0000004jAIMAY","","4F0B1822_756E_4960_9A71_7E6A715C653D","","2023-02-24T16:04:45.000Z","005Dm000001PCRHIA4","2023-02-24T16:04:45.000Z","005Dm000001PCRHIA4","","nretail","true","summary_header_topbar","summary_header_topbar","","false","",""
"a1TDm0000004jAJMAY","","0510376C_4858_4566_BA43_012F2267455A","","2023-02-24T16:04:45.000Z","005Dm000001PCRHIA4","2023-02-24T16:04:45.000Z","005Dm000001PCRHIA4","","Converted Opportunity Stage","false","LLC_BI__Loan__c","","","false","",""
"a1TDm0000004jAKMAY","","656C4B1F_0D1A_4676_9061_69630E0C551F","","2023-02-24T16:04:45.000Z","005Dm000001PCRHIA4","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","Compliance Calculations","true","Compliance Calculations Name","Sherman","","false","",""
"a1TDm0000004jALMAY","","47392B39_2348_4109_870F_382744247D02","","2023-02-24T16:04:45.000Z","005Dm000001PCRHIA4","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","Compliance Calculations","true","Compliance Calculations Version","1.0","","false","",""
"a1TDm0000004jAMMAY","","38442B61_324A_4141_B422_7B026245534A","","2023-02-24T16:04:45.000Z","005Dm000001PCRHIA4","2023-02-24T16:04:45.000Z","005Dm000001PCRHIA4","","nretail","true","automatic_Pricing_Offers_Enabled","true","","false","",""
"a1TDm0000004jANMAY","","2F793124_006A_4003_822B_147653250C45","","2023-02-24T16:04:45.000Z","005Dm000001PCRHIA4","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","nretail","true","automatic_Credit_Pull_Enabled","false","","false","",""
"a1TDm0000004jAOMAY","","740D6600_5271_4F4E_BA41_5359273C4A53","","2023-02-24T16:04:45.000Z","005Dm000001PCRHIA4","2023-02-24T16:04:45.000Z","005Dm000001PCRHIA4","","MLA Configuration","true","MLA Loan Stages","Qualificaiton,Proposal,Credit Underwriting,Loan Comittee,Processing,Doc Prep,Doc Review,Closing,Compliance","","false","",""
"a1TDm0000004jAPMAY","","09703459_7C6A_4761_8338_094D00305875","","2023-02-24T16:04:45.000Z","005Dm000001PCRHIA4","2023-02-24T16:04:45.000Z","005Dm000001PCRHIA4","","MLA Configuration","true","MLA Loan Statuses","Open","","false","",""
"a1TDm0000004jAQMAY","","60100922_3C53_4531_8A4E_67120E796D5D","","2023-02-24T16:04:45.000Z","005Dm000001PCRHIA4","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","nretail","true","Automatic Income Sync","Customer Reported;Gross Annual Income","When this system property is active, income records automatically sync to the monthly and annual income fields. On installation, the system sets Is Active to true and the value to income source and income type in a semicolon delimited list.","false","",""
"a1TDm0000004jARMAY","","1076731D_3E53_4774_8335_573944060146","","2023-02-24T16:04:45.000Z","005Dm000001PCRHIA4","2023-02-24T16:04:45.000Z","005Dm000001PCRHIA4","","nretail","true","Display Finance Fees Panel","true","This system property determines if the Finance Fees panel displays on the packaged Offers page. On installation, the system sets Is Active to true and the value to true.","false","",""
"a1TDm0000004jASMAY","","5301731F_6E66_432E_B370_55754118440D","","2023-02-24T16:04:45.000Z","005Dm000001PCRHIA4","2023-02-24T16:04:45.000Z","005Dm000001PCRHIA4","","Loan Auto-Decision Scorecard Detail Route","true","heloc-loan-grp","heloc-decision-detail","","false","",""
"a1TDm0000004jATMAY","","31027679_037A_4F69_BB36_1C2608257211","","2023-02-24T16:04:45.000Z","005Dm000001PCRHIA4","2023-02-24T16:04:45.000Z","005Dm000001PCRHIA4","","Loan Auto-Decision Scorecard Detail Route","true","loc","loc-decision-detail","","false","",""
"a1TDm0000004jAUMAY","","28247B13_6144_4146_9733_6814422A6C68","","2023-02-24T16:04:45.000Z","005Dm000001PCRHIA4","2023-02-24T16:04:45.000Z","005Dm000001PCRHIA4","","Loan Auto-Decision Scorecard Detail Route","true","sbl-group","sbl-decision-detail","","false","",""
"a1TDm0000004jAVMAY","","0066353D_7325_4F5B_A879_4F65447A3D2D","","2023-02-24T16:04:45.000Z","005Dm000001PCRHIA4","2023-02-24T16:04:45.000Z","005Dm000001PCRHIA4","","Loan Auto-Decision Scorecard Detail Route","true","term","term-decision-detail","","false","",""
"a1TDm0000004jAWMAY","","0F334319_1D44_4C2E_826A_72446467116F","","2023-02-24T16:04:45.000Z","005Dm000001PCRHIA4","2023-02-24T16:04:45.000Z","005Dm000001PCRHIA4","","Loan Auto-Decision Scorecard Detail Route","true","veh-loan-grp","veh-decision-detail","","false","",""
"a1TDm0000004jAXMAY","","5F5A3E48_642A_417B_A723_220F0F7F6C66","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","ShermanConfiguration","true","API Key","dmP9EBQiRvIeFhdLCZZq6+bNCTxiDHCp6Lz3pYIyEkODgVL8uI5Rhsv61HlJ9u2QTr56om0kzeS4FdZb0djypg==","","true","String",""
"a1TDm0000004jAYMAY","","16060F3B_6F17_434A_B62E_1D15164E010F","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","ShermanConfiguration","true","APR Code","320","","false","String",""
"a1TDm0000004jAZMAY","","29355E37_4F23_427E_8621_3662547A5B45","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","ShermanConfiguration","true","APR Decimal","3","","false","String",""
"a1TDm0000004jAaMAI","","40034245_383B_435C_B817_0B7350220F3A","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","ShermanConfiguration","true","Final Payoff","true","","false","String",""
"a1TDm0000004jAbMAI","","4D430177_2529_4E48_911B_4D59795D7335","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","ShermanConfiguration","true","Keep Slush","false","","false","String",""
"a1TDm0000004jAcMAI","","5A755A4B_5A56_426C_B226_30254C0E5562","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","ShermanConfiguration","true","Show Subtotal","true","","false","String",""
"a1TDm0000004jAdMAI","","51704A32_3D43_4427_A355_4A664F777F34","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","ShermanConfiguration","true","Tag Payments","true","","false","String",""
"a1TDm0000004jAeMAI","","1A1D0955_0E56_4D3C_A01C_10177C68473F","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","ShermanConfiguration","true","Show Grand Total","true","","false","String",""
"a1TDm0000004jAfMAI","","06265273_3B68_4157_9225_7F2E79654875","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","ShermanConfiguration","true","Show Type","true","","false","String",""
"a1TDm0000004jAgMAI","","065C0C3C_2214_4A4A_AA54_7B7E544C2B6A","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","ShermanConfiguration","true","Suppress Fees","false","","false","String",""
"a1TDm0000004jAhMAI","","630D760C_6650_480A_B938_205C7022705E","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","ShermanConfiguration","true","Merge","false","","false","String",""
"a1TDm0000004jAiMAI","","56374445_780B_4702_A86F_3B0A15355A35","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","ShermanConfiguration","true","Payment Round","up","","false","String",""
"a1TDm0000004jAjMAI","","79024532_7F33_455D_B417_68640B6E3D2D","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","ShermanConfiguration","true","Interest Round","nearest","","false","String",""
"a1TDm0000004jAkMAI","","1A3E5633_7840_4F10_B419_1D14736C1801","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","ShermanConfiguration","true","Capitalize","true","","false","String",""
"a1TDm0000004jAlMAI","","66784967_3201_4F2E_8157_5C1066151C60","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","ShermanConfiguration","true","Endpoint","https://sherman-dev.hosted.ncino.com/dev/sherman","","false","String",""
"a1TDm0000004jAmMAI","","28122C6B_4631_4F58_9677_62201E7F1559","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","risk_rating_selector","true","RRS_Loan_Fields","Name, LLC_BI__Product__c, LLC_BI__Stage__c","","false","",""
"a1TDm0000004jAnMAI","","70240557_2D66_4A43_A733_6A384F725F33","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","ShermanConfiguration","true","Extra Days","0","","false","Decimal",""
"a1TDm0000004jAoMAI","","0F1A2D5F_7965_420B_9C3C_2B451E2A3D6E","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","FieldMap Configuration","true","fieldMap.configuredKeys.Sherman","name,value,type,label,isRequired","Field Descriptors to be used with this plugin","false","",""
"a1TDm0000004jApMAI","","B1A9503D_964D_4750_B865_1A37AE1E6799","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","Fee Management","true","Add Fees Field Set","Manage_Fees_Enhanced","This system property's value contains the name of the field set that displays in the Add Fees modal. On installation, the system sets Is Active to true and the value to Manage_Fees_Enhanced.","false","",""
"a1TDm0000004jAqMAI","","074C7D25_3443_4903_A523_4E323D47402E","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","risk_rating_selector","true","RRS_Account_Fields","Name, Type","","false","",""
"a1TDm0000004jArMAI","","2D6A76BE_3D03_4598_931C_71851A975D48","","2023-02-24T16:04:45.000Z","005Dm000001PCRCIA4","2023-02-24T16:04:45.000Z","005Dm000001PCRCIA4","","Middleware Configuration","true","middleware.endpoint","","","false","",""
"a1TDm0000004jAsMAI","","2116F514_C20E_4A14_B69C_4D17F746D668","","2023-02-24T16:04:45.000Z","005Dm000001PCRCIA4","2023-02-24T16:04:45.000Z","005Dm000001PCRCIA4","","Middleware Configuration","true","middleware.username","","","false","",""
"a1TDm0000004jAtMAI","","1FD08027_DC98_4C3E_94D4_5ABCBF95BACD","","2023-02-24T16:04:45.000Z","005Dm000001PCRCIA4","2023-02-24T16:04:45.000Z","005Dm000001PCRCIA4","","Middleware Configuration","true","middleware.password","","","false","",""
"a1TDm0000004jAuMAI","","2309AAD2_A2AC_4DEF_9FFB_AE6CB5500793","","2023-02-24T16:04:45.000Z","005Dm000001PCRCIA4","2023-02-24T16:04:45.000Z","005Dm000001PCRCIA4","","Middleware Configuration","true","middleware.certname","","","false","",""
"a1TDm0000004jAvMAI","","Terms_And_Service_Link","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","CUSTOMER_PORTAL","true","Terms_And_Service_Link","","","false","",""
"a1TDm0000004jAwMAI","","Custom_Logo","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","CUSTOMER_PORTAL","true","Custom_Logo","","","false","",""
"a1TDm0000004jAxMAI","","Custom_CSS","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","CUSTOMER_PORTAL","true","Custom_CSS","","","false","",""
"a1TDm0000004jAyMAI","","Privacy_Policy_Link","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","CUSTOMER_PORTAL","true","Privacy_Policy_Link","","","false","",""
"a1TDm0000004jAzMAI","","portal upload mb limit","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","CUSTOMER_PORTAL","true","portal upload mb limit","5","","false","",""
"a1TDm0000004jB0MAI","","account expiration days","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","CUSTOMER_PORTAL","true","account expiration days","0","","false","",""
"a1TDm0000004jB1MAI","","Site Key","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","CUSTOMER_PORTAL","true","Site Key","","","false","",""
"a1TDm0000004jB2MAI","","Secret Key","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","CUSTOMER_PORTAL","true","Secret Key","","","false","",""
"a1TDm0000004jB3MAI","","Recaptcha Enabled","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","CUSTOMER_PORTAL","false","Recaptcha Enabled","Recaptcha Enabled","","false","",""
"a1TDm0000004jB4MAI","","Portal_Security_Badge_Folder","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","CUSTOMER_PORTAL","true","Portal_Security_Badge_Folder","Portal_Security","","false","",""
"a1TDm0000004jB5MAI","","Loan_Topbar_Fieldset","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","CUSTOMER_PORTAL","true","Loan_Topbar_Fieldset","Loan_Application_Topbar_Fields_Config","","false","",""
"a1TDm0000004jB6MAI","","SSO Enabled","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","CUSTOMER_PORTAL","false","SSO Enabled","SSO Enabled","","false","",""
"a1TDm0000004jB7MAI","","Sharing_Sync","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","CUSTOMER_PORTAL","true","Sharing_Sync","","","false","",""
"a1TDm0000004jB8MAI","","Portal_Registration_Fieldset","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","CUSTOMER_PORTAL","true","Portal_Registration_Fieldset","Portal_Registration_Fields_Config","","false","",""
"a1TDm0000004jB9MAI","","Deposit_Topbar_Fieldset","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","CUSTOMER_PORTAL","true","Deposit_Topbar_Fieldset","Deposit_Application_Topbar_Fields_Config","","false","",""
"a1TDm0000004jBAMAY","","Online_Apps_Enabled","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","CUSTOMER_PORTAL","false","Online_Apps_Enabled","Online_Apps_Enabled","","false","",""
"a1TDm0000004jBBMAY","","Owner_Expiry_Days","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","CUSTOMER_PORTAL","true","Owner_Expiry_Days","0","","false","",""
"a1TDm0000004jBCMAY","","Owner_Expiry_App_Status","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","CUSTOMER_PORTAL","true","Owner_Expiry_App_Status","","","false","",""
"a1TDm0000004jBDMAY","","Owner_Expiry_Deposit_Status","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","CUSTOMER_PORTAL","true","Owner_Expiry_Deposit_Status","","","false","",""
"a1TDm0000004jBEMAY","","Others_Expiry_App_Status","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","CUSTOMER_PORTAL","true","Others_Expiry_App_Status","","","false","",""
"a1TDm0000004jBFMAY","","Owner_Expiry_Deposit_Stage","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","CUSTOMER_PORTAL","true","Owner_Expiry_Deposit_Stage","","","false","",""
"a1TDm0000004jBGMAY","","Owner_Connection_Roles","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","CUSTOMER_PORTAL","true","Owner_Connection_Roles","","","false","",""
"a1TDm0000004jBHMAY","","Others_Expiry_Days","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","CUSTOMER_PORTAL","true","Others_Expiry_Days","0","","false","",""
"a1TDm0000004jBIMAY","","Others_Expiry_Loan_Status","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","CUSTOMER_PORTAL","true","Others_Expiry_Loan_Status","","","false","",""
"a1TDm0000004jBJMAY","","Others_Expiry_Loan_Stage","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","CUSTOMER_PORTAL","true","Others_Expiry_Loan_Stage","","","false","",""
"a1TDm0000004jBKMAY","","Co_Owner_Connection_Role_Name","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","CUSTOMER_PORTAL","true","Co_Owner_Connection_Role_Name","","","false","",""
"a1TDm0000004jBLMAY","","Connection_Sharing_Enabled","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","CUSTOMER_PORTAL","true","Connection_Sharing_Enabled","Connection_Sharing_Enabled","","false","",""
"a1TDm0000004jBMMAY","","Fund_Your_Account_Enabled","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","CUSTOMER_PORTAL","false","Fund_Your_Account_Enabled","Fund_Your_Account_Enabled","","false","",""
"a1TDm0000004jBNMAY","","ID Verification Name","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","ID Verification","true","ID Verification Name","","","false","",""
"a1TDm0000004jBOMAY","","Loan_Excluded_Statuses","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","CUSTOMER_PORTAL","true","Loan_Excluded_Statuses","","","false","",""
"a1TDm0000004jBPMAY","","Deposit_Excluded_Statuses","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","CUSTOMER_PORTAL","true","Deposit_Excluded_Statuses","","","false","",""
"a1TDm0000004jBQMAY","","Portal_Seats","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","CUSTOMER_PORTAL","true","Portal_Seats","","","false","",""
"a1TDm0000004jBRMAY","","ID Verification Version","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","ID Verification","true","ID Verification Version","","","false","",""
"a1TDm0000004jBSMAY","","ID_Verif_Application_Fail_Status","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","ID Verification","true","ID_Verif_Application_Fail_Status","","","false","",""
"a1TDm0000004jBTMAY","","ID_Verif_Loan_Fail_Status","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","ID Verification","true","ID_Verif_Loan_Fail_Status","","","false","",""
"a1TDm0000004jBUMAY","","ID_Verif_Loan_Fail_Stage","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","ID Verification","true","ID_Verif_Loan_Fail_Stage","","","false","",""
"a1TDm0000004jBVMAY","","ID_Verif_Deposit_Fail_Status","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","ID Verification","true","ID_Verif_Deposit_Fail_Status","","","false","",""
"a1TDm0000004jBWMAY","","308116E5_C452_493C_BE18_60A68CB8DE5E","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","FSC","true","FAR Contact RecordType","FinServ__ContactRole","","false","",""
